NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,NAMASEKOLAH_C,ALAMATSURAT,POSKODSURAT,BANDARSURAT,TARIKHTUBUHSEKOLAH,KOORDINATXX,KOORDINATYY
NEGERI SEMBILAN,PPD SEREMBAN,NBC4042,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,芙蓉中华华小,KM 3 JALAN TUANKU MUNAWIR,70000,SEREMBAN,15/7/1913,101.9351302,2.730216713
NEGERI SEMBILAN,PPD SEREMBAN,NBC4043,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,芙蓉启华华小,JALAN TEMIANG,70200,SEREMBAN,1/1/1924,101.9370018,2.736480136
NEGERI SEMBILAN,PPD SEREMBAN,NBC4044,SEKOLAH JENIS KEBANGSAAN (CINA) CHAN WA,芙蓉振华华小,46 JALAN TAN SRI MANICKAVASAGAM,70200,SEREMBAN,21/2/1964,101.931,2.73273
NEGERI SEMBILAN,PPD SEREMBAN,NBC4045,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MIN,芙蓉三民华小,20 OFF JALAN LEE SAM,70000,SEREMBAN,3/8/1926,101.934508,2.727542
NEGERI SEMBILAN,PPD SEREMBAN,NBC4046,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,芙蓉培华华小,JALAN TUN DR ISMAIL,70200,SEREMBAN,21/6/1925,101.9289734,2.738112037
NEGERI SEMBILAN,PPD SEREMBAN,NBC4047,SEKOLAH JENIS KEBANGSAAN (CINA) KUO MIN,芙蓉国民华小,JALAN TUN DR ISMAIL,70200,SEREMBAN,1/1/1933,101.9293064,2.738302141
NEGERI SEMBILAN,PPD SEREMBAN,NBC4048,SEKOLAH JENIS KEBANGSAAN (CINA) SINO ENGLISH,芙蓉中英华小,JALAN LEE SAM,70000,SEREMBAN,28/9/1945,101.9354731,2.723820651
NEGERI SEMBILAN,PPD SEREMBAN,NBC4050,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HUA,芙蓉新华华小,JALAN TOK UNGKU,70100,SEREMBAN,9/1/1946,101.9526808,2.698572586
NEGERI SEMBILAN,PPD SEREMBAN,NBC4051,SEKOLAH JENIS KEBANGSAAN (CINA) MA HWA KG. BARU RASAH,亚沙新村马华华小,KAMPUNG BARU RASAH,70300,SEREMBAN,10/8/1966,101.9331121,2.698273047
NEGERI SEMBILAN,PPD SEREMBAN,NBC4052,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU RAHANG,芙蓉拉杭新村华小,KAMPUNG BARU RAHANG,70450,SEREMBAN,21/1/1952,101.9629613,2.69506705
NEGERI SEMBILAN,PPD SEREMBAN,NBC4053,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,小甘密华小,"KM 5,KG SERI SIKAMAT",70400,SEREMBAN,15/8/1950,101.9667084,2.745860398
NEGERI SEMBILAN,PPD SEREMBAN,NBC4054,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU MAMBAU,万茂新村华小,KAMPUNG BARU MAMBAU,70300,SEREMBAN,2/1/1951,101.917973,2.66913682
NEGERI SEMBILAN,PPD SEREMBAN,NBC4055,SEKOLAH JENIS KEBANGSAAN (CINA) HILLSIDE SEREMBAN,芙蓉丘晒园华小,"BT 4, JALAN LABU",70200,SEREMBAN,1/1/1950,101.89571,2.725314
NEGERI SEMBILAN,PPD SEREMBAN,NBC4056,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BT 8 LABU,芙蓉拉务八哩华小,BT 8 JALAN LABU,71900,SEREMBAN,1/1/1946,101.8563215,2.74306967
NEGERI SEMBILAN,PPD SEREMBAN,NBC4057,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SHING,芙蓉拉务民兴华小,BATU10 PEKAN LABU,71900,LABU,8/8/1926,101.8233295,2.753974939
NEGERI SEMBILAN,PPD SEREMBAN,NBC4058,SEKOLAH JENIS KEBANGSAAN (CINA) KUO MIN,汝来国民华小,KM 1 JALAN BESAR NILAI,71800,NILAI,1/1/1919,101.7980227,2.802250177
NEGERI SEMBILAN,PPD SEREMBAN,NBC4059,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAROI,芙蓉芭蕾新村华小,KM 9 KAMPUNG SERI PAROI JALAN KUALA PILAH,70400,SEREMBAN,31/12/1945,102.0003755,2.72372598
NEGERI SEMBILAN,PPD SEREMBAN,NBC4060,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PANTAI,班台新村华小,KG BARU PANTAI KM12 JALAN SEREMBAN JELEBU,71770,SEREMBAN,1/1/1933,102.000258,2.787001
NEGERI SEMBILAN,PPD SEREMBAN,NBC4061,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,瓜拉沙哇新民华小,LOT 2043 BATU 9 1/2 JLN KUALA SAWAH,71200,RANTAU,1/1/1938,101.9515136,2.620848745
NEGERI SEMBILAN,PPD SEREMBAN,NBC4062,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,文丁中华华小,BT 10 JALAN BESAR MANTIN,71700,MANTIN,14/9/1913,101.894562,2.82627
NEGERI SEMBILAN,PPD SEREMBAN,NBC4063,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,文丁启智华小,KAMPUNG ATAP,71700,MANTIN,1/1/1930,101.8974155,2.821619589
NEGERI SEMBILAN,PPD SEREMBAN,NBC4064,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAJAM,巴音新村华小,KG. BARU PAJAM,71700,MANTIN,1/1/1951,101.8494114,2.843040501
NEGERI SEMBILAN,PPD SEREMBAN,NBC4065,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BROGA,武来岸新村华小,KG.BARU BROGA,71750,LENGGENG,1/1/1954,101.9113265,2.937112116
NEGERI SEMBILAN,PPD SEREMBAN,NBC4066,SEKOLAH JENIS KEBANGSAAN (CINA) YU CHAI ULU BERANANG,吁噜峇玲珑育才华小,KM 17 JALAN BESAR ULU BERANANG LENGGENG,71750,LENGGENG,1/1/1935,101.928515,2.894527
NEGERI SEMBILAN,PPD SEREMBAN,NBC4067,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA RANTAU,晏斗中华华小,PEKAN RANTAU,71200,RANTAU,1/1/1918,101.9635997,2.59203535
NEGERI SEMBILAN,PPD SEREMBAN,NBC4068,SEKOLAH JENIS KEBANGSAAN (CINA) FOREST HEIGHTS SEREMBAN,晏斗吁鲁干中园华小,"Lot 62983, Persiaran Forest Height 2",70450,Seremban,18/1/1937,101.9635367,2.710578177
NEGERI SEMBILAN,PPD SEREMBAN,NBC4069,SEKOLAH JENIS KEBANGSAAN (CINA) KELPIN SEREMBAN,芙蓉加拉宾华小,JALAN TOK UNGKU,70100,SEREMBAN,1/1/1999,101.9427281,2.695111379
NEGERI SEMBILAN,PPD SEREMBAN,NBC4070,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG HUA,芙蓉新城东华华小,"PERSIARAN SAUJANA INDAH, SAUJANA INDAH, S2 HEIGHTS",70300,SEREMBAN,1/1/1938,101.888237,2.704956
NEGERI SEMBILAN,PPD SEREMBAN,NBC4071,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI SALAK,芙蓉双溪沙叻华小,TAMAN SEREMBAN JAYA,70450,SEREMBAN,1/1/1957,101.9773059,2.67162595
NEGERI SEMBILAN,PPD SEREMBAN,NBC4072,SEKOLAH JENIS KEBANGSAAN (CINA) PUTRA NILAI,汝来光星华小,NO 5 PERSIARAN UNIVERSITI PUTRA NILAI,71800,NILAI,1/1/1948,101.7688227,2.811448488
NEGERI SEMBILAN,PPD SEREMBAN,NBC4073,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR SRI SENDAYAN,达成（巴力丁宜）华小,Persiaran Nusari 1,71950,Bandar Sri Sendayan,29/9/1960,101.8750954,2.665831901
NEGERI SEMBILAN,PPD TAMPIN,NBC5020,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TAMPIN,淡边中华公学,JALAN BESAR TAMPIN,73000,TAMPIN,1/1/1939,102.232,2.46726
NEGERI SEMBILAN,PPD TAMPIN,NBC5021,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU TAMPIN,淡边新村华小,KG. BARU TAMPIN,73000,TAMPIN,11/1/1951,102.23,2.47779
NEGERI SEMBILAN,PPD TAMPIN,NBC5022,SEKOLAH JENIS KEBANGSAAN (CINA) KUO MIN GEMAS,金马士国民华小,PEKAN GEMAS,73400,GEMAS,29/7/1920,102.6092175,2.58281151
NEGERI SEMBILAN,PPD TAMPIN,NBC5023,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU GEMAS,金马士新村华小,KAMPUNG BARU GEMAS,73400,GEMAS,1/1/1952,102.6204452,2.585385906
NEGERI SEMBILAN,PPD TAMPIN,NBC5024,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN GEMENCHEH,利民济新民华小,JALAN GEMENCHEH LAMA,73200,GEMENCHEH,1/1/1930,102.396,2.53506
NEGERI SEMBILAN,PPD TAMPIN,NBC5025,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU GEDOK,利民济义乐新村华小,KAMPUNG BARU GEDOK,73200,GEMENCHEH,1/1/1940,102.421601,2.548653
NEGERI SEMBILAN,PPD TAMPIN,NBC5026,SEKOLAH JENIS KEBANGSAAN (CINA) AIR KUNING SELATAN,亚逸昆宁华小,KG. BARU AIR KUNING SELATAN,73200,GEMENCHEH,23/3/1926,102.479,2.50841
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6001,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SIN,峇都基基启新华小,BATU KIKIR,72200,BATU KIKIR,1/1/1938,102.316,2.82352
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6002,SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,马口启文华小,PEKAN BAHAU,72100,BAHAU,1/1/1926,102.403,2.8093
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6003,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,马口华小,"KM2, JALAN KUALA PILAH",72100,BAHAU,1/1/1971,102.3913765,2.80773916
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6004,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,马口榕吉中华华小,LADANG GEDDES,72120,BANDAR SERI JEMPOL,1/1/1937,102.517,2.85761
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6005,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU MAHSAN,马身新村华小,KG.BARU MAHSAN,72100,BAHAU,26/9/1952,102.4079197,2.829068552
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6006,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA AIR HITAM,马口阿逸依淡华小,KG. SERI AIR HITAM,72120,BANDAR SERI JEMPOL,1/1/1926,102.3772278,2.926155152
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6008,SEKOLAH JENIS KEBANGSAAN (CINA) MIDDLETON,马口公主城美丽敦华小,"JALAN PUTERI 34, TAMAN DESA PUTERI",72100,BAHAU,18/2/2008,102.420993,2.783479
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC6009,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SAN,弄边中山华小,KM 1 JALAN BATANG JELAI,73500,ROMPIN,1/1/1928,102.5004,2.705914
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0021,SEKOLAH JENIS KEBANGSAAN (CINA) PERMATANG TINGGI,峇东丁宜华小,"JALAN BARU, PERMATANG TINGGI",14100,SIMPANG AMPAT,24/1/1953,100.479,5.29954
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0022,SEKOLAH JENIS KEBANGSAAN (CINA) PERKAMPUNGAN BERAPIT,武拉必华小,JALAN SEKOLAH,14000,BUKIT MERTAJAM,1/1/1952,100.472,5.38271
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0023,SEKOLAH JENIS KEBANGSAAN (CINA) KUBANG SEMANG,高巴三万华小,KUBANG SEMANG,14400,BUKIT MERTAJAM,1/1/1959,100.4621038,5.410929256
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0024,SEKOLAH JENIS KEBANGSAAN (CINA) KG. SG. LEMBU,双溪里武村华小,KAMPUNG SUNGAI LEMBU,14020,BUKIT MERTAJAM,1/3/1953,100.5227328,5.389148979
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0026,SEKOLAH JENIS KEBANGSAAN (CINA) JIT SIN 'A',大山脚日新华小 A 校,"JLN BERAPIT, BUKIT MERTAJAM",14000,BUKIT MERTAJAM,2/3/1918,100.468,5.3772
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0027,SEKOLAH JENIS KEBANGSAAN (CINA) JIT SIN 'B',大山脚日新华小 B 校,JALAN BERAPIT,14000,BUKIT MERTAJAM,2/3/1918,100.4676556,5.376263889
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0028,SEKOLAH JENIS KEBANGSAAN (CINA) KAY SIN,马章武莫启新华小,PERKAMPUNGAN MACHANG BUBUK,14020,BUKIT MERTAJAM,3/3/1922,100.5063056,5.333752778
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0029,SEKOLAH JENIS KEBANGSAAN (CINA) KEOW KUANG,大山脚侨光华小,"1864, MUKIM 10",14000,BUKIT MERTAJAM,1/1/1930,100.4532485,5.356811706
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0030,SEKOLAH JENIS KEBANGSAAN (CINA) KIM SEN,大山脚金星华小,JALAN KULIM,14000,BUKIT MERTAJAM,1/1/1945,100.467,5.3558
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0031,SEKOLAH JENIS KEBANGSAAN (CINA) LAY KEOW,峇东埔励侨华小,JALAN SAMA GAGAH,13500,PERMATANG PAUH,1/1/1936,100.413,5.41071
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0032,SEKOLAH JENIS KEBANGSAAN (CINA) PENG BIN,武吉丁雅平民华小,BUKIT TENGAH,14000,BUKIT MERTAJAM,1/1/1928,100.435,5.34969
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0033,SEKOLAH JENIS KEBANGSAAN (CINA) SENG KEOW,威省醒侨华小,KAMPUNG PERTAMA,13500,PERMATANG PAUH,31/12/1938,100.412006,5.395531
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0034,SEKOLAH JENIS KEBANGSAAN (CINA) SIN YA,大山脚新亚华小,ALMA,14000,BUKIT MERTAJAM,1/1/1931,100.478,5.33068
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0035,SEKOLAH JENIS KEBANGSAAN (CINA) TRUE LIGHT,柔府村真光华小,KAMPONG JURU,14100,SIMPANG AMPAT,1/1/1952,100.446,5.31593
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0036,SEKOLAH JENIS KEBANGSAAN (CINA) BENG TEIK (PUSAT),大山脚明德正校,"PT 2946 MUKIM 10, JALAN KOTA PERMAI",14000,BUKIT MERTAJAM,11/1/1945,100.4570611,5.347586111
PULAU PINANG,PPD TIMUR LAUT,PBC1044,SEKOLAH JENIS KEBANGSAAN (CINA) SHANG WU,商务华小,JALAN LA SALLE,11400,GEORGETOWN,12/11/1909,100.3,5.40804
PULAU PINANG,PPD TIMUR LAUT,PBC1045,SEKOLAH JENIS KEBANGSAAN (CINA) PEREMPUAN CHINA,槟华华小,2-D JALAN GOTTLIEB,10350,GEORGETOWN,8/3/1919,100.3017333,5.432913889
PULAU PINANG,PPD TIMUR LAUT,PBC1048,SEKOLAH JENIS KEBANGSAAN (CINA) BENG TEIK CAWANGAN,明德分校,244-P JELUTONG BARAT,11600,GEORGETOWN,1/1/1958,100.319272,5.399164
PULAU PINANG,PPD TIMUR LAUT,PBC1049,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO NAN,侨南华小,279 JALAN THEAN TEIK,11500,AYER ITAM,1/1/1934,100.2842056,5.394108333
PULAU PINANG,PPD TIMUR LAUT,PBC1050,SEKOLAH JENIS KEBANGSAAN (CINA) JELUTONG,日落洞华小,"99-A, JALAN TAN SRI TEH EWE LIM",11600,GEORGETOWN,29/11/1945,100.3104972,5.391436111
PULAU PINANG,PPD TIMUR LAUT,PBC1051,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA CONFUCIAN 'A',孔圣庙中华 A 校,JALAN IBBETSON,11400,AYER ITAM,1/1/1904,100.2995361,5.406105556
PULAU PINANG,PPD TIMUR LAUT,PBC1052,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA CONFUCIAN 'B',孔圣庙中华 B 校,2 JALAN IBBETSON,11400,AYER ITAM,1/1/1904,100.299672,5.405956
PULAU PINANG,PPD TIMUR LAUT,PBC1053,SEKOLAH JENIS KEBANGSAAN (CINA) CONVENT DATUK KERAMAT,柑仔园修道院华小,421 JALAN DATUK KERAMAT,10150,GEORGETOWN,14/1/1935,100.317,5.41227
PULAU PINANG,PPD TIMUR LAUT,PBC1054,SEKOLAH JENIS KEBANGSAAN (CINA) ENG CHUAN,颍川华小,48 LEBUH KATZ,10300,GEORGE TOWN,1/1/1953,100.3288785,5.408660869
PULAU PINANG,PPD TIMUR LAUT,PBC1055,SEKOLAH JENIS KEBANGSAAN (CINA) HAN CHIANG,韩江华小,3 JALAN LIM LEAN TENG,11600,GEORGETOWN,1/1/1919,100.305,5.40696
PULAU PINANG,PPD TIMUR LAUT,PBC1056,SEKOLAH JENIS KEBANGSAAN (CINA) HENG EE,恒毅华小,31 JALAN MACALISTER,10400,GEORGETOWN,1/1/1957,100.327231,5.414444
PULAU PINANG,PPD TIMUR LAUT,PBC1057,SEKOLAH JENIS KEBANGSAAN (CINA) HUN BIN,丹绒武雅汉民华小,JALAN BUNGA KACA PIRING,11200,TANJUNG BUNGAH,1/1/1934,100.304303,5.458247
PULAU PINANG,PPD TIMUR LAUT,PBC1058,SEKOLAH JENIS KEBANGSAAN (CINA) KEONG HOE,共和华小,JALAN SUNGAI DUA,11700,GELUGOR,1/12/1923,100.2946944,5.346469444
PULAU PINANG,PPD TIMUR LAUT,PBC1059,SEKOLAH JENIS KEBANGSAAN (CINA) KHENG TEAN,卿田华小,"7, JALAN VAN PRAAGH",11600,GEORGETOWN,1/7/1940,100.3118567,5.397350245
PULAU PINANG,PPD TIMUR LAUT,PBC1060,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN PUSAT,槟城公民总校,"39-A, JALAN AIR ITAM",11500,AYER ITAM,12/10/1953,100.2827306,5.405119444
PULAU PINANG,PPD TIMUR LAUT,PBC1061,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN CAWANGAN SATU,公民华小第一分校,"611-C, JALAN BALIK PULAU",11500,AYER ITAM,1/1/1909,100.2756028,5.400883333
PULAU PINANG,PPD TIMUR LAUT,PBC1062,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN CAWANGAN KEDUA,公民华小第二分校,JALAN PAYA TERUBONG,11060,AYER ITAM,1/1/1958,100.2762194,5.395247222
PULAU PINANG,PPD TIMUR LAUT,PBC1063,SEKOLAH JENIS KEBANGSAAN (CINA) KWANG HWA,双溪里蒙光华华小,"JALAN SULTAN AZLAN SHAH, SUNGAI NIBONG",11900,BAYAN LEPAS,1/1/1935,100.2968056,5.336227778
PULAU PINANG,PPD TIMUR LAUT,PBC1064,SEKOLAH JENIS KEBANGSAAN (CINA) LI TEK 'A',丽泽华小 A 校,356 PENGKALAN WELD,10300,GEORGETOWN,3/4/1923,100.334129,5.406018
PULAU PINANG,PPD TIMUR LAUT,PBC1065,SEKOLAH JENIS KEBANGSAAN (CINA) LI TEK 'B',丽泽华小 B 校,356 PENGKALAN WELD,10300,GEORGETOWN,1/1/1930,100.3337581,5.405717226
PULAU PINANG,PPD TIMUR LAUT,PBC1066,SEKOLAH JENIS KEBANGSAAN (CINA) LI TEK CAWANGAN,丽泽华小分校,"356,PENGKALAN WELD",10300,GEORGETOWN,4/3/1923,100.333563,5.405208
PULAU PINANG,PPD TIMUR LAUT,PBC1067,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SIN,明新华小,"86, JALAN TUN DR. AWANG, RELAU",11900,BAYAN LEPAS,1/1/1956,100.28241,5.331841
PULAU PINANG,PPD TIMUR LAUT,PBC1068,SEKOLAH JENIS KEBANGSAAN (CINA) MOH GHEE (PUSAT),慕义华小总校,"114, LORONG PERAK",11600,GEORGETOWN,18/12/1931,100.3166806,5.403427778
PULAU PINANG,PPD TIMUR LAUT,PBC1069,SEKOLAH JENIS KEBANGSAAN (CINA) MOH GHEE CAWANGAN,慕义华小分校,"136, JALAN JELUTONG",11600,GEORGETOWN,1/1/1918,100.3216222,5.400491667
PULAU PINANG,PPD TIMUR LAUT,PBC1070,SEKOLAH JENIS KEBANGSAAN (CINA) PAI CHAI,峇都丁宜培才华小,"200, JALAN BATU FERINGGI",11100,BATU FERINGGI,15/10/1936,100.2507611,5.4749
PULAU PINANG,PPD TIMUR LAUT,PBC1071,SEKOLAH JENIS KEBANGSAAN (CINA) PHEI SHIN,培新华小,410A JALAN BUKIT DUMBAR,11600,GEORGETOWN,1/1/1937,100.3137583,5.387141667
PULAU PINANG,PPD TIMUR LAUT,PBC1072,SEKOLAH JENIS KEBANGSAAN (CINA) PHOR TAY,菩提华小,19-A JALAN BAGAN JERMAL,10250,GEORGETOWN,12/1/1946,100.3056083,5.438111111
PULAU PINANG,PPD TIMUR LAUT,PBC1073,SEKOLAH JENIS KEBANGSAAN (CINA) POAY WAH,丹绒武雅培华华小,"725, JALAN TANJUNG BUNGA",11200,TANJONG BUNGA,1/1/1934,100.281811,5.462908
PULAU PINANG,PPD TIMUR LAUT,PBC1074,SEKOLAH JENIS KEBANGSAAN (CINA) SHIH CHUNG PUSAT,乔治市时中正校,72-A LOVE LANE,10200,GEORGETOWN,30/4/1908,100.336386,5.419212337
PULAU PINANG,PPD TIMUR LAUT,PBC1075,SEKOLAH JENIS KEBANGSAAN (CINA) SHIH CHUNG CAWANGAN,双溪里蒙时中分校,"7, LEBUH NIPAH DUA, SG. NIBONG",11900,BAYAN LEPAS,8/10/1908,100.296,5.33551
PULAU PINANG,PPD TIMUR LAUT,PBC1076,SEKOLAH JENIS KEBANGSAAN (CINA) SIN KANG,新江华小,"JALAN THEAN TEIK, AYER ITAM",11500,GEORGETOWN,1/1/1906,100.291,5.4003
PULAU PINANG,PPD TIMUR LAUT,PBC1077,SEKOLAH JENIS KEBANGSAAN (CINA) SUM MIN,三民华小,"1, LEBUH TYE SIN",10300,GEORGETOWN,1/1/1921,100.331153,5.409547
PULAU PINANG,PPD TIMUR LAUT,PBC1078,SEKOLAH JENIS KEBANGSAAN (CINA) SUM SUN,三山华小,143 JALAN FREE SCHOOL,11600,GEORGE TOWN,1/1/1927,100.315,5.40372
PULAU PINANG,PPD TIMUR LAUT,PBC1079,SEKOLAH JENIS KEBANGSAAN (CINA) TONG SIAN,同善华小,"423, JALAN DATO KERAMAT",10150,GEORGETOWN,1/1/1897 00:00,100.3172803,5.412355773
PULAU PINANG,PPD TIMUR LAUT,PBC1080,SEKOLAH JENIS KEBANGSAAN (CINA) UNION,协和华小,219 JALAN BURMA,10050,GEORGETOWN,14/8/1928,100.3214944,5.422708333
PULAU PINANG,PPD TIMUR LAUT,PBC1081,SEKOLAH JENIS KEBANGSAAN (CINA) HU YEW SEAH,辅友华小,45 LORONG MADRAS,10400,GEORGETOWN,5/5/1931,100.3268778,5.416697222
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2032,SEKOLAH JENIS KEBANGSAAN (CINA) MAK MANDIN,麦曼珍华小,TINGKAT MAK MANDIN DUA,13400,BUTTERWORTH,1/1/1984,100.3893778,5.421391667
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2033,SEKOLAH JENIS KEBANGSAAN (CINA) AIK KEOW,本那牙益侨华小,SEBERANG PERAI UTARA,13100,PENAGA,1/1/1945,100.3809917,5.525344444
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2034,SEKOLAH JENIS KEBANGSAAN (CINA) AIK KEOW,日落斗哇益侨华小,TELOK AIR TAWAR,13050,BUTTERWORTH,31/12/1930,100.3840778,5.480675
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2035,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HWA,槟榔东海振华华小,PINANG TUNGGAL,13210,KEPALA BATAS,1/1/1935,100.51,5.5496
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2036,SEKOLAH JENIS KEBANGSAAN (CINA) PEI YU,甲抛峇底培育华小,JALAN DATUK HAJI AHMAD BADAWI,13200,KEPALA BATAS,1/1/1960,100.429,5.51443
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2037,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA PUSAT,北海中华华小(总)校,JALAN KAMPUNG GAJAH,12200,BUTTERWORTH,1/1/1921,100.372859,5.415777
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2038,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 1,北海中华华小(一)校,JLN TELAGA AIR,12200,BUTTERWORTH,1/1/1940,100.377502,5.414326
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2039,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 2,北海中华华小(二)校,"JALAN BAGAN 1, TAMAN BAGAN",13400,BUTTERWORTH,1/1/1939,100.384572,5.40637
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2040,SEKOLAH JENIS KEBANGSAAN (CINA) KAI CHEE,北海双溪赖启智华小,SUNGAI DUA,13800,BUTTERWORTH,1/1/1933,100.432,5.44304
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2041,SEKOLAH JENIS KEBANGSAAN (CINA) KUANG YU,瓜拉姆拉光育华小,KUALA MUDA,13110,PENAGA,1/1/1935,100.3427222,5.569936111
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2042,SEKOLAH JENIS KEBANGSAAN (CINA) KWANG HWA,北海光华华小,JALAN RAJA UDA,12300,BUTTERWORTH,1/1/1936,100.383,5.42772
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2043,SEKOLAH JENIS KEBANGSAAN (CINA) LEE CHEE,威北励志华小,JALAN BESAR,13300,TASEK GELUGOR,1/1/1933,100.495369,5.482016
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2044,SEKOLAH JENIS KEBANGSAAN (CINA) LI HWA,威北励华华小,PERMATANG TENGAH,13000,BUTTERWORTH,1/1/1911,100.387,5.4466
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2045,SEKOLAH JENIS KEBANGSAAN (CINA) MAH HUA,威北平安村马华华小,KAMPUNG SELAMAT,13300,TASEK GELUGOR,1/1/1952,100.521,5.5068
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2046,SEKOLAH JENIS KEBANGSAAN (CINA) NUNG MIN,文蒙里玛农民华小,BUMBUNG LIMA,13200,KEPALA BATAS,1/1/1946,100.436328,5.554377
PULAU PINANG,PPD SEBERANG PERAI UTARA,PBC2047,SEKOLAH JENIS KEBANGSAAN (CINA) SIN CHUNG,峇东仙托新中小学,PERMATANG SINTOK,13100,PENAGA,1/12/1946,100.403489,5.513658
PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC2079,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 3,北赖中华华小(三)校,JALAN SENANGIN,13600,PERAI,1/1/1946,100.3841883,5.384595944
